budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
68000000.0,Drama,http://dreamcatchermovie.warnerbros.com/,6171.0,"[{""id"": 3684, ""name"": ""religion and supernatural""}]",en,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",26.792794,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""WV Films II"", ""id"": 24939}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-21,75715436.0,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A circle of friendship. A web of mystery. A pattern of fear.,Dreamcatcher,2022-05-03 00:00:00,567.0
65000000.0,History,,72976.0,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185718, ""name"": ""cultural conflict""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 185723, ""name"": ""battle of gettysburg""}, {""id"": 185728, ""name"": ""secession""}, {""id"": 185730, ""name"": ""presidential cabinet""}, {""id"": 185733, ""name"": ""gettysburg address""}, {""id"": 185736, ""name"": ""conflagration""}, {""id"": 185740, ""name"": ""ethical dilemma""}, {""id"": 185742, ""name"": ""emancipation""}, {""id"": 209409, ""name"": ""abraham lincoln""}]",en,Lincoln,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",36.307296,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-09,275293450.0,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",Lincoln,2022-06-07 00:00:00,1429.0
65000000.0,Drama,http://www.unbrokenfilm.com/,227306.0,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208820, ""name"": ""olympic athlete""}]",en,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",43.055253,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}, {""name"": ""Jolie Pas"", ""id"": 39443}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,163442937.0,137.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Survival. Resilience. Redemption.,Unbroken,2022-07-03 00:00:00,1400.0
70000000.0,Action,,9350.0,"[{""id"": 2805, ""name"": ""rocky mountains""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4245, ""name"": ""hijacking""}, {""id"": 4702, ""name"": ""suitcase""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 159212, ""name"": ""mountain climbing""}, {""id"": 229053, ""name"": ""mountain""}]",en,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",26.19909,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""RCS Video"", ""id"": 23246}, {""name"": ""Cliffhanger Productions"", ""id"": 45728}, {""name"": ""Pioneer"", ""id"": 45729}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-05-28,255000211.0,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The height of adventure.,Cliffhanger,2022-06-01 00:00:00,588.0
65000000.0,Comedy,,196867.0,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 155643, ""name"": ""foster child""}]",en,Annie,"Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead.",33.439187,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Marcy Media"", ""id"": 95063}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-19,133821816.0,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's a Hard Knock Life,Annie,6.0,466.0
50100000.0,Romance,http://focusmovie.com/,256591.0,"[{""id"": 3182, ""name"": ""seduction""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10453, ""name"": ""con artist""}]",en,Focus,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",59.634029,"[{""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Zaftig Films"", ""id"": 47586}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-25,153962963.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never Drop The Con.,Focus,2022-06-07 00:00:00,2542.0
43000000.0,Action,http://marvel.com/movies/movie/13/elektra,9947.0,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12367, ""name"": ""female assassin""}, {""id"": 15285, ""name"": ""spin off""}]",en,Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",28.613892,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}, {""name"": ""Elektra Productions"", ""id"": 19553}, {""name"": ""SAI Productions"", ""id"": 19554}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-13,56681566.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Looks can kill,Elektra,2022-04-08 00:00:00,575.0
55000000.0,Adventure,http://www.everestmovie.com/,253412.0,"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 5827, ""name"": ""hiking""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 34079, ""name"": ""death""}, {""id"": 156783, ""name"": ""blizzard""}, {""id"": 159212, ""name"": ""mountain climbing""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 192779, ""name"": ""mount everest""}, {""id"": 209714, ""name"": ""3d""}]",en,Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",60.246978,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""RVK Studios"", ""id"": 62693}]","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2015-09-10,203427584.0,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Storm Awaits.,Everest,2022-06-07 00:00:00,1772.0
65000000.0,Action,,300168.0,[],zh,天將雄師,"Huo An, the commander of the Protection Squad of the Western Regions, was framed by evil forces and becomes enslaved. On the other hand, a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds.",9.568884,"[{""name"": ""Shanghai Film Group"", ""id"": 3407}, {""name"": ""Jackie & JJ Production"", ""id"": 19658}, {""name"": ""Sparkle Roll Media"", ""id"": 36958}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Home Media & Entertainment Fund"", ""id"": 74456}, {""name"": ""Tencent Video"", ""id"": 74457}, {""name"": ""China Film & TV Capital"", ""id"": 74458}, {""name"": ""Visualizer Film Company"", ""id"": 74459}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2015-02-19,121545703.0,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,When the Eagle meets the Dragon,Dragon Blade,2022-05-09 00:00:00,145.0
62000000.0,Action,http://www.u-571.com/,3536.0,"[{""id"": 339, ""name"": ""submarine""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 6790, ""name"": ""north atlantic""}, {""id"": 10364, ""name"": ""mission""}]",en,U-571,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",18.096884,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-20,127666415.0,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,2022-06-01 00:00:00,340.0
63000000.0,Animation,http://www.iwantcandy.com/,50359.0,"[{""id"": 6285, ""name"": ""coup d'etat""}, {""id"": 8631, ""name"": ""slacker""}, {""id"": 9921, ""name"": ""easter""}, {""id"": 9923, ""name"": ""easter bunny""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 209220, ""name"": ""live action and animation""}]",en,Hop,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",16.791058,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-03-30,183953723.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,"Candy, chicks and rock 'n' roll.",Hop,2022-05-05 00:00:00,331.0
58000000.0,Adventure,http://www.mgm.com/view/movie/757/Goldeneye/,710.0,"[{""id"": 701, ""name"": ""cuba""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3531, ""name"": ""special car""}, {""id"": 3560, ""name"": ""cossack""}, {""id"": 3561, ""name"": ""electromagnetic pulse""}, {""id"": 3562, ""name"": ""time bomb""}, {""id"": 3563, ""name"": ""st. petersburg russia""}, {""id"": 3564, ""name"": ""ejection seat""}, {""id"": 193008, ""name"": ""red army""}]",en,GoldenEye,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,59.824565,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-16,352194034.0,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No limits. No fears. No substitutes.,GoldenEye,2022-06-06 00:00:00,1174.0
60000000.0,Adventure,,8916.0,"[{""id"": 1402, ""name"": ""general""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2346, ""name"": ""worker""}, {""id"": 3126, ""name"": ""ant""}, {""id"": 3640, ""name"": ""work""}, {""id"": 4967, ""name"": ""assignment""}, {""id"": 6091, ""name"": ""war""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 161248, ""name"": ""individuality""}, {""id"": 225061, ""name"": ""friend""}]",en,Antz,"In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",41.515702,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-02,171757863.0,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every ant has his day.,Antz,6.0,1272.0
58000000.0,Action,,39514.0,"[{""id"": 591, ""name"": ""cia""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 11325, ""name"": ""shot to death""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 18117, ""name"": ""female spy""}, {""id"": 165909, ""name"": ""alarm""}]",en,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",41.430245,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""DC Entertainment"", ""id"": 9993}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-13,71664962.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Still armed. Still dangerous. Still got it.,RED,2022-06-06 00:00:00,2808.0
65000000.0,Drama,,1538.0,"[{""id"": 387, ""name"": ""california""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 6149, ""name"": ""police""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13112, ""name"": ""murderer""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 163656, ""name"": ""gun violence""}]",en,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,44.815022,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}, {""name"": ""Edge City"", ""id"": 11463}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-04,217764291.0,120.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It started like any other night.,Collateral,7.0,1451.0
60000000.0,Drama,http://contagionmovie.warnerbros.com/,39538.0,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4884, ""name"": ""infection""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 6898, ""name"": ""quarantine""}, {""id"": 9744, ""name"": ""outbreak""}, {""id"": 13004, ""name"": ""medical""}, {""id"": 14674, ""name"": ""vaccine""}, {""id"": 14675, ""name"": ""lethal virus""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 17995, ""name"": ""epidemic""}]",en,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",38.820858,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",2011-09-08,137551594.0,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Nothing spreads like fear,Contagion,2022-06-02 00:00:00,1325.0
60000000.0,Animation,http://coraline.com/,14836.0,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 4484, ""name"": ""eye""}, {""id"": 10668, ""name"": ""stuffed animal""}, {""id"": 33465, ""name"": ""parallel world""}, {""id"": 33466, ""name"": ""button""}, {""id"": 33467, ""name"": ""new home""}, {""id"": 33468, ""name"": ""secret door""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",51.146047,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Laika Entertainment"", ""id"": 11537}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-02-05,124596398.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be careful what you wish for.,Coraline,2022-07-03 00:00:00,1386.0
66000000.0,Fantasy,http://www.sonypictures.com/homevideo/hellboy/,1487.0,"[{""id"": 4252, ""name"": ""black magic""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 12208, ""name"": ""narration from grave""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 156174, ""name"": ""occult""}, {""id"": 174406, ""name"": ""combat photography""}, {""id"": 174413, ""name"": ""reanimated corpse""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",47.479755,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Starlite Films"", ""id"": 21497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-02,99318987.0,122.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From the Dark Side to Our Side.,Hellboy,2022-06-05 00:00:00,2225.0
60000000.0,Family,http://paranorman.com,77174.0,"[{""id"": 2723, ""name"": ""medium""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 10623, ""name"": ""jock""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 175387, ""name"": ""communicating with the dead""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 181755, ""name"": ""dealing with the past""}, {""id"": 181820, ""name"": ""witch trial""}, {""id"": 181822, ""name"": ""child witch""}, {""id"": 181834, ""name"": ""empathy""}, {""id"": 215191, ""name"": ""strange""}]",en,ParaNorman,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",39.539045,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Laika Entertainment"", ""id"": 11537}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-03,107139399.0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's all fun and games until someone raises the dead.,ParaNorman,2022-06-07 00:00:00,789.0
60000000.0,Action,,9620.0,"[{""id"": 530, ""name"": ""prophecy""}, {""id"": 5721, ""name"": ""engineer""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 33626, ""name"": ""millionaire""}]",en,Paycheck,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",29.018826,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Province of British Columbia Film Incentive BC"", ""id"": 11567}, {""name"": ""Solomon/Hackett Productions"", ""id"": 22536}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-25,96269812.0,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Remember the future.,Paycheck,2022-05-09 00:00:00,581.0
60000000.0,Drama,http://www.foxmovies.com/movies/joy,274479.0,"[{""id"": 1382, ""name"": ""factory""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 2660, ""name"": ""strong woman""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 233558, ""name"": ""stolen patent""}]",en,Joy,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,29.876507,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-24,101134059.0,124.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Joy,2022-06-04 00:00:00,1581.0
61000000.0,Action,http://www.shootermovie.com/,7485.0,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 5885, ""name"": ""childlessness""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": 18525, ""name"": ""fbi agent""}]",en,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",37.378081,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Grosvenor Park Impact Productions"", ""id"": 57421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-22,95696996.0,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Yesterday was about honor. Today is about justice.,Shooter,2022-06-09 00:00:00,1462.0
