user_name,user_location,user_description,user_verified,date,text,hashtags,source
Mark Valdron 🇨🇦🇺🇦☮️ 💉💉💉,"New Brunswick, Canada","PC tech⚡️Feminist⚡️Pro-Choice⚡️Humanist⚡️BLM🌈Ally
❤️😍 @NatalieValdron⚡️Books⚡️Animals⚡️Old Movies
#resist #liberalAF #IStandWithTrudeau #IStandWithUkraine 🌊",False,2022-06-07 22:07:03+00:00,"RT @barbaravitali2: Happy Birthday to #LiamNeeson June 7,1952 #StarWars #Taken #BatmanBegins #Battleship #TheGrey #SchindlersList https://t…","['LiamNeeson', 'StarWars', 'Taken', 'BatmanBegins', 'Battleship', 'TheGrey', 'SchindlersList']",Twitter Web App
Yippee Ki Yay Mother Podcast,Wash,We are a multi-generational discussion of movies. Come and join the conversation. Find us on iTunes and YouTube. Yell at us here.,False,2022-06-07 17:57:00+00:00,"In this episode, the Mother Podcasters bring their guilty pleasures to the table -- and show off the new swag. #Battleship #LiarLiar #TheWildGeese #TheDobermanGang #TeenagersFromOuterSpace   YKY: Our ""Guilty Pleasures"" Film Choices https://t.co/XkdwVyonrg via @YouTube https://t.co/1zgbhotD32",,TweetDeck
Atsushi Adachi,日本,芸術家です。色々作ってる。 #制作マン で制作過程見れます。 クラファン: https://t.co/rz8snrdbKK メルカリ: https://t.co/mNYQ573hDv 連絡はWEB問い合わせフォームへ,False,2022-06-07 17:54:58+00:00,"The story～YAMATO～
700×300×150
Kent paper, Historical novel
#art #sculpture #contemporaryart #battleship #ww2 #yamato https://t.co/69ot9KPZbD","['art', 'sculpture', 'contemporaryart', 'battleship', 'ww2', 'yamato']",twittbot.net
Barbara Vitali,Italy,Photo  Movie   Music Tv  Art  Books  News  Fashion  Sports   Animals,False,2022-06-07 15:51:16+00:00,"Happy Birthday to #LiamNeeson June 7,1952 #StarWars #Taken #BatmanBegins #Battleship #TheGrey #SchindlersList https://t.co/9TVRnYMAE9","['LiamNeeson', 'StarWars', 'Taken', 'BatmanBegins', 'Battleship', 'TheGrey', 'SchindlersList']",Twitter for Android
Atsushi Adachi,日本,芸術家です。色々作ってる。 #制作マン で制作過程見れます。 クラファン: https://t.co/rz8snrdbKK メルカリ: https://t.co/mNYQ573hDv 連絡はWEB問い合わせフォームへ,False,2022-06-07 13:54:58+00:00,"The story～YAMATO～
700×300×150
Kent paper, Historical novel
#art #sculpture #contemporaryart #battleship #ww2 #yamato https://t.co/69ot9KPZbD","['art', 'sculpture', 'contemporaryart', 'battleship', 'ww2', 'yamato']",twittbot.net
IPMS North Riding,,"Friendly model club based in Guisborough and covering the local area. Open to all with an interest in scale modelling, our aim is to promote the hobby",False,2022-06-07 11:23:02+00:00,"RT @IBallantyn: '...did a lot of firing but I don't know what at, or if we hit anything, because we were under the gunnery director...just…",,Twitter for Android
八神 Yagami,"Tokyo, Japan","Japanese, Male, little otaku.
昭和生まれのぬるいオタクです よろしくお願いいたします",False,2022-06-07 09:42:31+00:00,RT @HistoriumPod: A lead stoker aboard the battleship HMS Rodney whose nickname “Popeye” for obvious reasons. September 1940. [Colorized] #…,,Twitter for Android
Justine,"Ploeren, Brittania, France","Hello everyone! Comin’ from France. Dream to discover the world, I wish to meet Originals Avengers.",False,2022-06-07 08:32:08+00:00,@SeriesUpdateFR Happy birthday Liam !! Have a nice day with family and friends 😍😍😘#starwarstrilogy #takentrilogy #kingdomofheaven #theateam #Unknown #battleship #nonstop #theiceroad,"['starwarstrilogy', 'takentrilogy']",Twitter for iPhone
Snoop Upnext,,🅿️resident Of #UpNextEnt 🏦 #24&2 💜🙏🏾🕊#4Lyfe #LLHussleThaGreat 🏁 🅿️💙💪🏾💯#HollywoodPt2 🎥 ✨🤴🏾 🍿 IG: snoop_upnext,False,2022-06-07 01:11:11+00:00,@BarackObama @bchesky Im inspired I almost said #F@ckThisJob movie today this isn’t a #InsideJob #TheWayISeeItDocumentary 🅿️resident Obama always #ByThePeopleTheElectionOfBarackObama all Luv. #INeverLikedYou when Russia flew dem jets ✈️  ova our US #Battleship film 🛳  I wanted 2 see #DirtyWars lol,"['F', 'InsideJob']",Twitter for iPhone
Fraya Bethany,"Lincoln, England",Great spatial awareness.,False,2022-06-06 23:18:50+00:00,"30.04.2022

It’s not great but I kinda think it’s not bad either. Am I the only one that thinks this? Not massively re-watchable but some of the battle scenes were good. The link to the board game is a massive stretch though!

#Battleship #Movies #Films #MovieTwitter #FilmTwitter https://t.co/eic152MItf",,Twitter for iPhone
Katrin Pulver,"Carcosa / Berlin, Germany","Wife of author / editor @joepulver. Lovecraftian by training, Carcosan by marriage. Expect weird fiction, horror, xenomorphs, music,comics and ... Liam Neeson.",False,2022-06-06 23:01:45+00:00,"RT @EigafanL: Happy 70th birthday to Liam Neeson
#happybirthday #LiamNeeson #meninblackinternational #mibinternational #taken #taken2 #take…","['happybirthday', 'LiamNeeson', 'meninblackinternational', 'mibinternational', 'taken', 'taken2']",Twitter Web App
Yippee Ki Yay Mother Podcast,Wash,We are a multi-generational discussion of movies. Come and join the conversation. Find us on iTunes and YouTube. Yell at us here.,False,2022-06-06 22:40:00+00:00,"In this episode, the Mother Podcasters bring their guilty pleasures to the table -- and show off the new swag. #Battleship #LiarLiar #TheWildGeese #TheDobermanGang #TeenagersFromOuterSpace   YKY: Our ""Guilty Pleasures"" Film Choices https://t.co/XkdwVyonrg via @YouTube https://t.co/K5seLoA1if",,TweetDeck
T. T. Trixter #PrayForUkraine,New Zealand,"An autistic SFW artist who does stuff.
👉 DNI:
- NSFW accounts
- Cryptobros
- Pedos, racists, homophobes etc.
Alt account for experimental stuff: @LostTrixter",False,2022-06-06 22:38:10+00:00,"RT @EigafanL: Happy 70th birthday to Liam Neeson
#happybirthday #LiamNeeson #meninblackinternational #mibinternational #taken #taken2 #take…","['happybirthday', 'LiamNeeson', 'meninblackinternational', 'mibinternational', 'taken', 'taken2']",Twitter for Android
Blueboiii ,"Auckland, New Zealand","19-🇵🇭/🇳🇿-♂️-♍-pan-vaccinated
#ActuallyAutistic artist nerd.
PFP by me
#PrayForUkraine
Participant of @RealSMRetold
Discord tag: Blueboiii4life#9349",False,2022-06-06 22:23:10+00:00,"RT @EigafanL: Happy 70th birthday to Liam Neeson
#happybirthday #LiamNeeson #meninblackinternational #mibinternational #taken #taken2 #take…","['happybirthday', 'LiamNeeson', 'meninblackinternational', 'mibinternational', 'taken', 'taken2']",Twitter Web App
Aokiji Tatsuya,,"Hi, Everyone! I'm Japanese Hollywood lover. I appreciate it they could get 3rd vaccination to protect movie theater & themselves from COVID-19.",False,2022-06-06 22:21:47+00:00,"Happy 70th birthday to Liam Neeson
#happybirthday #LiamNeeson #meninblackinternational #mibinternational #taken #taken2 #taken3 #bryanmills #nonstop #thelegomovie #badcopgoodcop #battleship #clashofthetitans #wrathofthetitans #theateammovie 
#aslanthelion #ponyo #batmanbegins https://t.co/91Ok1GPllA","['happybirthday', 'LiamNeeson', 'meninblackinternational', 'mibinternational', 'taken']",Twitter for iPhone
Pacific Historic Parks,,"We support the National Park Service through education, research, preservation, restoration, fund development, and interpretive programs of WWII in the Pacific.",False,2022-06-06 17:00:50+00:00,"#OTD Did you know that the USS 𝘕𝘦𝘷𝘢𝘥𝘢 was not only at Pearl Harbor the day of the attack, but also served in Iwo Jima and Normandy on D Day. 

https://t.co/YNbWD6vQ90

#thisdayinhistory #USSNevada #DDay #Pearlharbor #Iwojima #Normandy #Battleship  https://t.co/YNbWD6vQ90",['OTD'],Publer.io
Yippee Ki Yay Mother Podcast,Wash,We are a multi-generational discussion of movies. Come and join the conversation. Find us on iTunes and YouTube. Yell at us here.,False,2022-06-06 15:39:00+00:00,"In this episode, the Mother Podcasters bring their guilty pleasures to the table -- and show off the new swag. #Battleship #LiarLiar #TheWildGeese #TheDobermanGang #TeenagersFromOuterSpace   YKY: Our ""Guilty Pleasures"" Film Choices https://t.co/XkdwVyonrg via @YouTube https://t.co/VPXlZcQKEU",,TweetDeck
"Mary Vail, MBA","Las Vegas, NV","The Philanthropic Publicist! Author, Philanthropy Coach, PR, Photographer, #Whatsyourphilanthropicfootprint #WYPF 
http://t.co/eWAiEpxL7J",False,2022-06-06 14:30:13+00:00,"RT @Fusenot: SoCal Historical Preservation Non-Profits Extend VIP Tours to Their Long-time Benefactor, The Fusenot Foundation @SDASM @ussio…",,Twitter Web App
Warships IFR,,,False,2022-06-06 14:30:02+00:00,RT @IBallantyn: '...we fired two rounds of 16-inch armour-piercing in the general direction of the battery. No further fire ensued...' Mid…,,TweetDeck
Warships IFR,,,False,2022-06-06 14:29:58+00:00,"RT @IBallantyn: '...did a lot of firing but I don't know what at, or if we hit anything, because we were under the gunnery director...just…",,TweetDeck
Marje Molder,,"Author of Eduard Wiiralt- The Everyday Life of the Estonian Artist ,  Vintage Postcards. Antique Aviation Postcards now at https://t.co/YxORgUOGDj",False,2022-06-06 14:26:55+00:00,#Antique 1910 #American #postcard “#First #Aeroplane #Flight made from a #Battleship. From cruiser #Birmingham in #HamptonRoads #Va Nov 16 1910” Pub #LouisKaufman Other cards say #Aviator #EugeneEly flies #Curtiss #Pusher plane Nov 14 1910. DB PUN. #AviationHistory #NavalHistory https://t.co/p16K3fji47,"['Antique', 'American', 'postcard', 'First', 'Aeroplane', 'Flight', 'Battleship', 'Birmingham']",Twitter Web App
Iain Ballantyne,,"Editor @WarshipsIFR Author 'HMS London', 'Bismarck: 24 Hours to Doom', 'Hunter Killers', 'The Deadly Trade’ @PFDAgents Profile pic @MrJackLowe WARSHIPS POD host",False,2022-06-06 14:24:31+00:00,"'...we fired two rounds of 16-inch armour-piercing in the general direction of the battery. No further fire ensued...' Mid R. Morris on #battleship HMS Rodney's shelling of German position on D-Day. Attributed to HMS Nelson's 6-inch guns by Press! https://t.co/3wH9tCnSOG
#DDay78 https://t.co/ZmVC6HDayU",,TweetDeck
Iain Ballantyne,,"Editor @WarshipsIFR Author 'HMS London', 'Bismarck: 24 Hours to Doom', 'Hunter Killers', 'The Deadly Trade’ @PFDAgents Profile pic @MrJackLowe WARSHIPS POD host",False,2022-06-06 14:16:51+00:00,"'...did a lot of firing but I don't know what at, or if we hit anything, because we were under the gunnery director...just followed the instruments' - Able Seaman Ray Pattenden, in the crew of a 4-inch gun of #RoyalNavy #battleship HMS Warspite
https://t.co/jQaZLyFqXE
#DDay78 https://t.co/02Z5W9uSfT",,TweetDeck
ivan,Иван Миљојковић,"ђенерал @FourPixHQ | фронтмен @SherilynFenn16 |
адмирал целе #DeepNavy флоте @spacebearrover
| официр за морал @TwinPeaksSerbia | 🔞 садржина",False,2022-06-06 01:57:24+00:00,RT @PikeGrey1418: #OnThisDay 1915: Austria-Hungarian Tegetthoff-class dreadnought SMS Szent Istvan is commissioned. She was torpedoed on 10…,['OnThisDay'],Twitter for Android
Yippee Ki Yay Mother Podcast,Wash,We are a multi-generational discussion of movies. Come and join the conversation. Find us on iTunes and YouTube. Yell at us here.,False,2022-06-06 00:38:00+00:00,"In this episode, the Mother Podcasters bring their guilty pleasures to the table -- and show off the new swag. #Battleship #LiarLiar #TheWildGeese #TheDobermanGang #TeenagersFromOuterSpace   YKY: Our ""Guilty Pleasures"" Film Choices https://t.co/XkdwVyonrg via @YouTube https://t.co/KS7dzKknU9",,TweetDeck
Ashleigh Gatti Ⓥ (WamBam-StealVan),"Windsor, Ontario",Announcer @BlackburnRadio | Voice Actor | Audio Editor | Vegan | Sci-Fi | Host of The CoOL 80’s Lunch @coolradiocanada @coolradio945 @cool1063,False,2022-06-05 23:14:49+00:00,"He beat me by literally ONE move! 
 
#boymom #battleship #ilostthegame #ilost #yqg #windsoressex #sunday #loser @ Windsor, Ontario https://t.co/gFfv1gjDpX","['boymom', 'battleship', 'ilostthegame', 'ilost', 'yqg', 'windsoressex', 'sunday', 'loser']",Instagram
Voli pindarici - Pindaric flights,"Tuscany, Italy",PhD: classical archaeology & Greek. Concern: civilization and more perfect unions. Standing back & standing by for “Is there a humanist in the house!?”,False,2022-06-05 21:38:31+00:00,"RT @LRonLacy: #OTD in 1943
Starry night on the North Atlantic
Cover of The New Yorker, June 5, 1943
Roger Duvoisin
#TheNewYorker #RogerDuvo…","['OTD', 'TheNewYorker']",Twitter for iPhone
squawk7000.net,,,False,2022-06-05 20:00:00+00:00,"RT @Fusenot: SoCal Historical Preservation Non-Profits Extend VIP Tours to Their Long-time Benefactor, The Fusenot Foundation @SDASM @ussio…",,TwitBasher
Fusenot Foundation,"San Diego, CA",The Georges and Germaine Fusenot Charity Foundation was Founded by Germaine Fusenot in 1967. A 501(c)3 foundation.,False,2022-06-05 19:59:51+00:00,"SoCal Historical Preservation Non-Profits Extend VIP Tours to Their Long-time Benefactor, The Fusenot Foundation @SDASM @ussiowa  #historicalpreservation #nonprofit #southerncaliforniamuseums #tours #aviation #battleship 

https://t.co/lgReLfZ1oD",,Twitter Web App
Yippee Ki Yay Mother Podcast,Wash,We are a multi-generational discussion of movies. Come and join the conversation. Find us on iTunes and YouTube. Yell at us here.,False,2022-06-05 18:06:00+00:00,"In this episode, the Mother Podcasters bring their guilty pleasures to the table -- and show off the new swag. #Battleship #LiarLiar #TheWildGeese #TheDobermanGang #TeenagersFromOuterSpace   YKY: Our ""Guilty Pleasures"" Film Choices https://t.co/XkdwVyFYiO via @YouTube https://t.co/30mW6to75w",,TweetDeck
MefistO Gamer,,,False,2022-06-05 17:13:31+00:00,"World of warships
ANNAPOLIS 
🖤🎮💯🆒@worldofwarships @worldofwarships_community
🎬 Streaming on Twitch, Youtube ↘️
#wows #worldofwarships #battleship #naval #navalbattle #battlefield #battlecruiser #torpedo #seabattle
#gamer #twitch #youtube
 #profes… https://t.co/sCM4JlU1nz https://t.co/iP0NRr2o66",,IFTTT
Andy Mack Jr,"Londonderry, NH USA",Lifelong Granite State resident. Radio broadcast engineer. Fishing/outdoor enthusiast. Views my own.,False,2022-06-05 13:45:48+00:00,"I don’t quite @rihanna often, but when I do… #BOOM @Battleship_Cove #battleship #USSMassachusetts https://t.co/hQIxhYt6mZ","['BOOM', 'battleship', 'USSMassachusetts']",Twitter for iPhone
