user_name,user_location,user_description,user_verified,date,text,hashtags,source
❀◕ ‿ ◕❀,secluded and alone somewhere,👩🏾‍🏫🧙🏾‍♀️🧜🏾‍♀️🧝🏽‍♀️,False,2022-06-11 16:22:49+00:00,RT @unspokendecade: A stunning #Hellboy cover!  #90scomics #DarkHorseComics https://t.co/FNI4GOaXaw,"['Hellboy', '90scomics', 'DarkHorseComics']",Twitter for iPhone
🎃Hayden🎃Orr🎃,,"27 He/Him, Comic books, horror movies, art, etc.",False,2022-06-11 16:05:19+00:00,RT @hellboybookclub: Laurence Campbell’s Hellboy sketch by Mignola (on the back of a comic script) 🔥 Campbell &amp; Williams talk Sword of Hype…,,Twitter for iPhone
Hellboy Book Club Podcast,,A podcast about reading Hellboy comics and talking to our friends! Find us on your favorite podcast service!,False,2022-06-11 16:03:05+00:00,RT @unspokendecade: A stunning #Hellboy cover!  #90scomics #DarkHorseComics https://t.co/FNI4GOaXaw,"['Hellboy', '90scomics', 'DarkHorseComics']",Twitter for iPhone
Hellboy Book Club Podcast,,A podcast about reading Hellboy comics and talking to our friends! Find us on your favorite podcast service!,False,2022-06-11 16:02:21+00:00,Laurence Campbell’s Hellboy sketch by Mignola (on the back of a comic script) 🔥 Campbell &amp; Williams talk Sword of Hyperborea on this week’s podcast! #hellboybookclub #podcast #laurencecampbell #robwilliams #interview #bookclubmember #hellboy #mikemignola #sketch https://t.co/ApQdnOSj6h,,Twitter for iPhone
LucVairoletti,,Sempre em frente,False,2022-06-11 15:36:20+00:00,RT @unspokendecade: A stunning #Hellboy cover!  #90scomics #DarkHorseComics https://t.co/FNI4GOaXaw,"['Hellboy', '90scomics', 'DarkHorseComics']",Twitter for Android
Mononucleosis Poole,,"(22, he/him)

Fighting games, dc comics, hellboy's hubby. ACAB, BLM, Stop Asian Hate, Free Palestine.",False,2022-06-11 15:29:34+00:00,RT @unspokendecade: A stunning #Hellboy cover!  #90scomics #DarkHorseComics https://t.co/FNI4GOaXaw,"['Hellboy', '90scomics', 'DarkHorseComics']",Twitter Web App
Zoë,,"Married 💗 | My 2 girls are my 🌍 ❤ | Artist 🎨 | Surviving life after #CSA. Living with #Trauma #CPTSD #Depression  #Anxiety
profile picture by @PPixelfun",False,2022-06-11 15:04:29+00:00,"RT @TDZ_ART: More HellBoy Art Pieces I've made! 
#FanArtFriday #ArtistOnTwitter #hellboy #hellboy2 https://t.co/BqT2ieMv5L","['FanArtFriday', 'ArtistOnTwitter', 'hellboy', 'hellboy2']",Twitter for Android
Save Thesinner,Toronto,"Ex-Military/Baptist; World Needs Love. No War, Politics or Religion. Let us get together & Love each other. Save the only home we all have Earth.",False,2022-06-11 15:02:11+00:00,RT @digaoapboauniao: #HellBoy by #Nordheimer on #DeviantArt https://t.co/st2x0vcUiF,"['HellBoy', 'Nordheimer', 'DeviantArt']",Twitter for iPhone
Anime London,"London, Ontario CANADA",Webmaster and president of Anime London,False,2022-06-11 14:56:16+00:00,This may well be the #MVC #MostValuableCosplay of @NFComicCon the #genderbender version of #HellBoy #nfcc2022 #NiagaraFallsComicCon https://t.co/99C0gG9owf,"['MVC', 'MostValuableCosplay', 'genderbender', 'HellBoy', 'nfcc2022']",Twitter for Android
MikeyInHouston,In Houston,"RT'er of #fanart, the funny, and cool. I like #StarWars, #Lego, #MarvelComics, #DCComics, the Constitution, dogs, and Matthew 22: 37-40. I also play Wordle.",False,2022-06-11 14:53:26+00:00,RT @digaoapboauniao: #HellBoy by #Nordheimer on #DeviantArt https://t.co/st2x0vcUiF,"['HellBoy', 'Nordheimer', 'DeviantArt']",Twitter Web App
Comix Fixx,,Batman Devotee. Cartoons and Comics. Pics Not Mine.,False,2022-06-11 14:24:32+00:00,RT @digaoapboauniao: #HellBoy by #Nordheimer on #DeviantArt https://t.co/st2x0vcUiF,"['HellBoy', 'Nordheimer', 'DeviantArt']",Twitter for Android
Jamel Rolle,,,False,2022-06-11 13:57:41+00:00,RT @digaoapboauniao: #HellBoy by #Nordheimer on #DeviantArt https://t.co/st2x0vcUiF,"['HellBoy', 'Nordheimer', 'DeviantArt']",Twitter Web App
Sebastian (Duke) Rogers,Planet Earth,"Philosopher, Citizen of the Cosmos, Writer of Novels, Short Stories and Creator of the Upcoming Space Opera Parody THE MUNDANE ADVENTURES OF JOHN RAMSEY.",False,2022-06-11 13:53:49+00:00,RT @hellboybookclub: Check out this B.P.R.D. page that Guy Davis signed over to Rob Williams! 🔥 Campbell &amp; Williams talk Sword of Hyperbore…,,Twitter for iPhone
